Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft,material,Material Waste Percentage
Print End,XR-640#2,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,5581330.0,1250.24,1555.04,3M™ IJ180Cv3,1.0,1280.12,1567.04,1.219:2.731:0.480:0.002:0.824:0.867:0.085,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/06 10:23:01,2024/05/06 10:37:05,,0:14:04,54.0,49.22,91.69,4951.502362,30.0,61.69448819,3036.729012,1.219,2.731,0.48,0.002,0.824,0.867,0.085,6.208,0.2943799056,"High Performance White 54""",38.67055309707232
Print End,XR-640#2,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,5581330.0,1250.24,1555.04,3M™ IJ180Cv3,1.0,1280.12,1567.04,1.219:2.731:0.480:0.002:0.824:0.867:0.085,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/06 10:06:03,2024/05/06 10:20:01,,0:13:58,54.0,49.22,91.69,4951.502362,30.0,61.69448819,3036.729012,1.219,2.731,0.48,0.002,0.824,0.867,0.085,6.208,0.2943799056,"High Performance White 54""",38.67055309707232
Print End,XR-640#2,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,5581330.0,1250.24,1555.04,3M™ IJ180Cv3,1.0,1280.12,1567.04,1.219:2.731:0.480:0.002:0.824:0.867:0.085,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/06 9:49:03,2024/05/06 10:04:04,,0:15:01,54.0,49.22,91.69,4951.502362,30.0,61.69448819,3036.729012,1.219,2.731,0.48,0.002,0.824,0.867,0.085,6.208,0.2943799056,"High Performance White 54""",38.67055309707232
Print End,XR-640#2,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,5581330.0,1250.24,1555.04,3M™ IJ180Cv3,1.0,1280.12,1567.04,1.219:2.731:0.480:0.002:0.824:0.867:0.085,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 9:25:04,2024/05/06 9:29:01,2024/05/06 9:25:04,2024/05/06 9:44:00,,0:18:56,54.0,49.22,91.69,4951.502362,30.0,61.69448819,3036.729012,1.219,2.731,0.48,0.002,0.824,0.867,0.085,6.208,0.2943799056,"High Performance White 54""",38.67055309707232
Print End,XR-640#2,10x16 CORP-Security Decals Final 5-2-24_EDW54.eps,5742510.0,1127.47,437.44,Generic Vinyl II HD,1.0,1221.235,449.44,0.104:0.188:0.116:0.370:0.279:0.164:0.136,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/03 14:54:04,2024/05/03 14:55:04,2024/05/03 14:54:04,2024/05/03 15:01:04,,0:07:00,54.0,44.39,32.69,1765.502362,15.0,17.69448819,785.4332519,0.104,0.188,0.116,0.37,0.279,0.164,0.136,1.357,0.248790078,"Ez Dot (White) 54""",55.51219478345847
Print End,XR-640#2,10x16 CORP-Security Decals Final 5-2-24_EDW54.eps,5741978.0,1127.47,437.44,Generic Vinyl II HD,1.0,1221.235,449.44,0.104:0.188:0.116:0.369:0.278:0.163:0.136,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/03 14:19:03,2024/05/03 14:20:03,2024/05/03 14:19:03,2024/05/03 14:26:04,,0:07:01,54.0,44.39,32.69,1765.502362,15.0,17.69448819,785.4332519,0.104,0.188,0.116,0.369,0.278,0.163,0.136,1.354,0.2482400631,"Ez Dot (White) 54""",55.51219478345847
Print End,XR-640#2,Des Peres_5x7 banner 5-2-24_BAN63.eps,7116706.0,1575.15,2184.75,Generic Banner II,1.0,1576.075,2184.75,0.194:0.982:0.873:1.548:2.132:1.502:2.082,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/03 12:53:03,2024/05/03 13:17:02,,0:23:59,63.0,62.01,101.01,6363.86811,15.0,86.01377953,5334.03956,0.194,0.982,0.873,1.548,2.132,1.502,2.082,9.313,0.2514177079,"Banner 63""",16.182430751224356
Print Canceled,XR-640#2,Des Peres_5x7 banner 5-2-24_BAN63.eps,7116706.0,1575.15,2184.75,Generic Banner II,1.0,1576.075,2184.75,0.194:0.982:0.873:1.548:2.132:1.502:2.082,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/03 12:49:02,2024/05/03 12:50:02,2024/05/03 12:49:02,2024/05/03 12:50:00,,0:00:58,63.0,62.01,101.01,6363.86811,15.0,86.01377953,5334.03956,0.194,0.982,0.873,1.548,2.132,1.502,2.082,9.313,0.2514177079,"Banner 63""",16.182430751224356
Print End,XR-640#2,Dinner Sponsor Banner 2x6  5-1-24_BAN38.eps,9382058.0,660.75,1879.95,Generic Banner II,1.0,801.875,1879.95,0.136:0.399:0.339:0.789:0.527:0.566:0.479,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/03 11:08:05,2024/05/03 11:22:02,,0:13:57,38.0,26.01,89.01,3382.523622,15.0,74.01377953,1925.378143,0.136,0.399,0.339,0.789,0.527,0.566,0.479,3.235,0.2419472776,"Banner 38""",43.07864901586193
RIP End,XR-640#2,Dinner Sponsor Banner 2x6  5-1-24_BAN38.eps,9382058.0,660.75,1879.95,Generic Banner II,1.0,801.875,1879.95,0.136:0.399:0.339:0.789:0.527:0.566:0.479,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/03 10:39:05,2024/05/03 10:40:02,,,,0:00:00,36.0,26.01,89.01,3204.496063,15.0,74.01377953,1925.378143,0.136,0.399,0.339,0.789,0.527,0.566,0.479,3.235,0.2419472776,"Banner 38""",39.91635173995219
Print End,XR-640#2,Motion Orto Creve Coeur  Insert 5 3 24_RUB36.eps,3601666.0,488.24,280.1,Generic Paper,1.0,668.12,280.1,0.008:0.029:0.079:0.022:0.163:0.078:0.034,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/03 10:19:05,2024/05/03 10:20:01,2024/05/03 10:19:05,2024/05/03 10:23:02,,0:03:57,36.0,19.22,26.03,936.992126,15.0,11.02755906,211.9722611,0.008,0.029,0.079,0.022,0.163,0.078,0.034,0.413,0.280565012,"Roll-up Banner 36""",77.37737007407894
Print End,XR-640#2,Clearway Solution Final Logo 5-2-24 & Integrative glass logo & Motion Glass Logo_HPW48.eps,6825618.0,976.13,2118.78,3M™ IJ180Cv3,1.0,1072.065,2130.78,1.039:1.577:1.421:0.002:3.673:1.981:0.439,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/03 9:27:01,2024/05/03 9:32:00,2024/05/03 9:27:01,2024/05/03 9:50:05,,0:23:04,48.0,38.43,113.89,5466.670866,30.0,83.88897638,3223.879784,1.039,1.577,1.421,0.002,3.673,1.981,0.439,10.132,0.4525627808,"Water Damaged HP White 54"" to 48""",41.02663461868641
Print End,XR-640#2,Bess Bakery Mag_MAG24.eps,8780734.0,541.16,561.26,Generic Vinyl II HD,1.0,569.13,541.16,0.095:0.053:0.106:0.060:0.431:0.348:0.079,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/10 10:58:01,2024/05/10 11:01:04,,0:03:03,24.0,21.31,51.31,1231.332283,30.0,21.30551181,453.9248335,0.095,0.053,0.106,0.06,0.431,0.348,0.079,1.172,0.3717972394,"Magnet 24""",63.135472060062924
Print End,XR-640#2,Bess Bakery Mag_MAG24.eps,8780734.0,541.16,561.26,Generic Vinyl II HD,1.0,569.13,541.16,0.095:0.053:0.106:0.060:0.431:0.348:0.079,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/10 10:51:01,2024/05/10 10:52:00,2024/05/10 10:51:01,2024/05/10 10:57:03,,0:06:02,24.0,21.31,51.31,1231.332283,30.0,21.30551181,453.9248335,0.095,0.053,0.106,0.06,0.431,0.348,0.079,1.172,0.3717972394,"Magnet 24""",63.135472060062924
Print End,XR-640#2,SafetyCommitteeSticker SIUE  Need 50   5-9-24_INT54.eps,9350274.0,1294.69,227.89,Generic Vinyl II HD,1.0,1302.845,239.89,0.067:0.214:0.536:0.149:0.353:0.207:0.285,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/10 8:43:01,2024/05/10 8:44:00,2024/05/10 8:43:01,2024/05/10 8:48:03,,0:05:02,54.0,50.97,24.44,1320.002362,15.0,9.444488189,481.4048982,0.067,0.214,0.536,0.149,0.353,0.207,0.285,1.811,0.5417144715,"Intermediate White 54""",63.529997213747414
Print End,XR-640#2,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,5581330.0,1250.24,1555.04,3M™ IJ180Cv3,1.0,1280.12,1567.04,1.219:2.731:0.480:0.002:0.824:0.867:0.085,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/10 13:25:01,2024/05/10 13:40:03,,0:15:02,54.0,49.22,76.69,4141.502362,15.0,61.69448819,3036.729012,1.219,2.731,0.48,0.002,0.824,0.867,0.085,6.208,0.2943799056,"High Performance White 54""",26.675666302565794
Print End,XR-640#2,Crane Banner_BAN54eps,6979186.0,1194.5,2261.3,Generic Banner II,1.0,1256.25,2261.3,0.685:3.853:1.935:0.803:2.755:1.929:2.026,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/09 10:51:05,2024/05/09 10:52:04,2024/05/10 10:51:05,2024/05/10 11:14:00,,0:22:55,54.0,47.03,104.03,5617.488189,15.0,89.02755906,4186.748791,0.685,3.853,1.935,0.803,2.755,1.929,2.026,13.986,0.4810376979,"Banner 54""",25.46937972743105
Print End,XR-640#2,Shan Cartoon Burrito_INT54.eps,49783506.0,1272.82,228.24,Generic Vinyl II HD,1.0,1301.91,240.24,0.047:0.090:0.261:0.036:0.112:0.053:0.053,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/09 9:43:02,2024/05/09 9:44:00,2024/05/09 9:43:02,2024/05/09 9:48:03,,0:05:01,54.0,50.11,24.46,1320.746457,15.0,9.458267717,473.963477,0.047,0.09,0.261,0.036,0.112,0.053,0.053,0.652,0.1980912129,"Intermediate White 54""",64.11396945356333
Print End,XR-640#2,NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,101970046.0,539.39,386.99,3M™ IJ180Cv3,3.0,555.19,1247.77,0.113:0.543:0.645:0.071:0.955:0.452:0.295,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/08 15:21:04,2024/05/08 15:31:02,,0:09:58,24.0,21.24,79.12,1898.995276,30.0,49.12480315,1043.20581,0.113,0.543,0.645,0.071,0.955,0.452,0.295,3.074,0.4243227902,"High Performance White 24""",45.06538151072263
Print End,XR-640#2,NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,101970046.0,539.39,386.99,3M™ IJ180Cv3,5.0,555.19,2096.55,0.188:0.905:1.075:0.118:1.592:0.753:0.492,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/08 15:03:05,2024/05/08 15:18:02,,0:14:57,24.0,21.24,112.54,2700.992126,30.0,82.54133858,1752.833568,0.188,0.905,1.075,0.118,1.592,0.753,0.492,5.123,0.4208682522,"High Performance White 24""",35.10408449076686
Print End,XR-640#2,NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,101970046.0,539.39,386.99,3M™ IJ180Cv3,5.0,555.19,2096.55,0.188:0.905:1.075:0.118:1.592:0.753:0.492,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/08 14:33:02,2024/05/08 14:47:04,,0:14:02,24.0,21.24,112.54,2700.992126,30.0,82.54133858,1752.833568,0.188,0.905,1.075,0.118,1.592,0.753,0.492,5.123,0.4208682522,"High Performance White 24""",35.10408449076686
Print Canceled,XR-640#2,NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,101970046.0,539.39,386.99,3M™ IJ180Cv3,5.0,555.19,2096.55,0.188:0.905:1.075:0.118:1.592:0.753:0.492,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/08 14:17:03,2024/05/08 14:18:01,2024/05/08 14:17:03,2024/05/08 14:31:02,,0:13:59,24.0,21.24,112.54,2700.992126,30.0,82.54133858,1752.833568,0.188,0.905,1.075,0.118,1.592,0.753,0.492,5.123,0.4208682522,"High Performance White 24""",35.10408449076686
Print End,XR-640#2,Top Tier Ice Cost 5 14 24_HPW54.eps,5605718.0,767.99,539.39,3M™ IJ180Cv3,1.0,1047.495,551.39,0.000:1.229:0.758:0.001:0.238:0.000:0.062,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/15 10:06:02,2024/05/15 10:12:03,,0:06:01,54.0,30.24,51.71,2792.246457,30.0,21.70826772,656.3674222,0.0,1.229,0.758,0.001,0.238,0.0,0.062,2.288,0.5019627557,"High Performance White 54""",76.49321317770769
RIP End,XR-640#2,Top Tier Ice Cost 5 14 24_HPW54.eps,5605718.0,767.99,539.39,3M™ IJ180Cv3,1.0,1047.495,551.39,0.000:1.229:0.758:0.001:0.238:0.000:0.062,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/15 10:02:01,2024/05/15 10:03:00,,,,0:00:00,54.0,30.24,51.71,2792.246457,30.0,21.70826772,656.3674222,0.0,1.229,0.758,0.001,0.238,0.0,0.062,2.288,0.5019627557,"High Performance White 54""",76.49321317770769
Print End,XR-640#2,Top Tier Ice Cost & Bruno RD Windshield_5 14 24_HPW54.eps,6270442.0,1260.47,539.39,3M™ IJ180Cv3,1.0,1293.735,551.39,0.306:1.354:0.977:1.328:0.842:0.466:0.401,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/15 9:55:03,2024/05/15 9:57:00,2024/05/15 9:55:03,2024/05/15 10:04:00,,0:08:57,54.0,49.62,51.71,2792.246457,30.0,21.70826772,1077.268512,0.306,1.354,0.977,1.328,0.842,0.466,0.401,5.674,0.7584515752,"High Performance White 54""",61.4192898589109
Print End,XR-640#2,part two_Paws Plus  New Mags Lola 5-14-24_MAG24.eps,3865894.0,517.87,298.8,Generic Vinyl II HD,1.0,553.43,298.8,0.030:0.096:0.117:0.147:0.152:0.066:0.102,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/15 7:47:01,2024/05/15 7:54:03,,0:07:02,24.0,20.39,41.76,1002.330709,30.0,11.76377953,239.8467915,0.03,0.096,0.117,0.147,0.152,0.066,0.102,0.71,0.4262721188,"Magnet 24""",76.0710921708376
RIP End,XR-640#2,part two_Paws Plus  New Mags Lola 5-14-24_MAG24.eps,3865894.0,517.87,298.8,Generic Vinyl II HD,1.0,553.43,298.8,0.030:0.096:0.117:0.147:0.152:0.066:0.102,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/14 16:27:01,2024/05/14 16:27:04,,,,0:00:00,24.0,20.39,41.76,1002.330709,30.0,11.76377953,239.8467915,0.03,0.096,0.117,0.147,0.152,0.066,0.102,0.71,0.4262721188,"Magnet 24""",76.0710921708376
Print End,XR-640#2,part two_Paws Plus  New Mags Lola 5-14-24_MAG24.eps,4238398.0,597.25,298.8,Generic Vinyl II HD,1.0,606.125,298.8,0.030:0.096:0.117:0.147:0.152:0.066:0.102,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/14 16:15:05,2024/05/14 16:16:02,2024/05/14 16:15:05,2024/05/14 16:21:03,,0:05:58,24.0,23.51,41.76,1002.330709,30.0,11.76377953,276.6109182,0.03,0.096,0.117,0.147,0.152,0.066,0.102,0.71,0.3696166466,"Magnet 24""",72.40322822434845
Print End,XR-640#2,Paws Plus  New Mags Lola 5-14-24_MAG24.eps,49670390.0,597.25,1492.6,Generic Vinyl II HD,1.0,601.625,1492.6,0.171:0.585:0.750:0.799:1.040:0.442:0.711,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/14 15:58:02,2024/05/14 16:00:02,2024/05/14 15:58:02,2024/05/14 16:12:04,,0:14:02,24.0,23.51,88.76,2130.330709,30.0,58.76377953,1381.758556,0.171,0.585,0.75,0.799,1.04,0.442,0.711,4.498,0.4687591744,"Magnet 24""",35.13877680294003
Print End,XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,382977502.0,1318.68,2597.5,Generic Vinyl II HD,1.0,1327.84,2609.5,2.520:8.520:4.970:0.013:4.232:3.131:1.020,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/14 12:21:03,2024/05/14 12:48:01,,0:26:58,54.0,51.92,117.74,6357.755906,15.0,102.7362205,5333.70863,2.52,8.52,4.97,0.013,4.232,3.131,1.02,24.406,0.6589156333,"Intermediate White 54""",16.10705555766268
Print End,XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,382977502.0,1318.68,2597.5,Generic Vinyl II HD,1.0,1327.84,2609.5,2.520:8.520:4.970:0.013:4.232:3.131:1.020,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/14 11:49:01,2024/05/14 12:18:02,,0:29:01,54.0,51.92,117.74,6357.755906,15.0,102.7362205,5333.70863,2.52,8.52,4.97,0.013,4.232,3.131,1.02,24.406,0.6589156333,"Intermediate White 54""",16.10705555766268
Print End,XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,382977502.0,1318.68,2597.5,Generic Vinyl II HD,1.0,1327.84,2609.5,2.520:8.520:4.970:0.013:4.232:3.131:1.020,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/14 11:19:02,2024/05/14 11:44:01,,0:24:59,54.0,51.92,117.74,6357.755906,15.0,102.7362205,5333.70863,2.52,8.52,4.97,0.013,4.232,3.131,1.02,24.406,0.6589156333,"Intermediate White 54""",16.10705555766268
Print End,XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,382977502.0,1318.68,2597.5,Generic Vinyl II HD,1.0,1327.84,2609.5,2.520:8.520:4.970:0.013:4.232:3.131:1.020,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/14 10:51:02,2024/05/14 11:18:00,,0:26:58,54.0,51.92,117.74,6357.755906,15.0,102.7362205,5333.70863,2.52,8.52,4.97,0.013,4.232,3.131,1.02,24.406,0.6589156333,"Intermediate White 54""",16.10705555766268
Print End,XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,382977502.0,1318.68,2597.5,Generic Vinyl II HD,1.0,1327.84,2609.5,2.520:8.520:4.970:0.013:4.232:3.131:1.020,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/14 10:21:01,2024/05/14 10:48:04,,0:27:03,54.0,51.92,117.74,6357.755906,15.0,102.7362205,5333.70863,2.52,8.52,4.97,0.013,4.232,3.131,1.02,24.406,0.6589156333,"Intermediate White 54""",16.10705555766268
RIP End,XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,382977502.0,1318.68,2597.5,Generic Vinyl II HD,1.0,1327.84,2609.5,2.520:8.520:4.970:0.013:4.232:3.131:1.020,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/14 10:00:01,2024/05/14 10:11:03,,,,0:00:00,54.0,51.92,117.74,6357.755906,15.0,102.7362205,5333.70863,2.52,8.52,4.97,0.013,4.232,3.131,1.02,24.406,0.6589156333,"Intermediate White 54""",16.10705555766268
Print End,XR-640#2,Picnic banner changes 2024  1st  5-13-24_INT30.eps,3666810.0,646.99,247.29,Generic Vinyl II HD,1.0,686.995,259.29,0.000:0.911:0.715:0.001:0.183:0.006:0.005,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/14 9:07:03,2024/05/14 9:08:00,2024/05/14 9:07:03,2024/05/14 9:12:00,,0:04:57,30.0,25.47,25.21,756.2480315,15.0,10.20826772,260.0254776,0.0,0.911,0.715,0.001,0.183,0.006,0.005,1.821,1.008455027,"Intermediate White 30""",65.61637627218076
Print End,XR-640#2,Ground post sign_HPW54.eps,6014054.0,1229.43,1576.56,3M™ IJ180Cv3,1.0,1272.72,1576.56,0.847:1.450:2.352:0.691:4.363:2.359:2.245,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/14 8:36:00,2024/05/14 8:53:02,,0:17:02,54.0,48.4,92.07,4971.741732,30.0,62.06929134,3004.324758,0.847,1.45,2.352,0.691,4.363,2.359,2.245,14.307,0.6857474361,"High Performance White 54""",39.57198664075739
Print Canceled,XR-640#2,Ground post sign_HPW54.eps,6014054.0,1229.43,1576.56,3M™ IJ180Cv3,1.0,1272.72,1576.56,0.847:1.450:2.352:0.691:4.363:2.359:2.245,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/14 8:06:03,2024/05/14 8:11:00,2024/05/14 8:06:03,2024/05/14 8:17:02,,0:10:59,54.0,48.4,92.07,4971.741732,30.0,62.06929134,3004.324758,0.847,1.45,2.352,0.691,4.363,2.359,2.245,14.307,0.6857474361,"High Performance White 54""",39.57198664075739
Print End,XR-640#2,Backsplash & Mirror_HPW48.eps,6674354.0,760.94,481.54,3M™ IJ180Cv3,1.0,957.97,493.54,0.137:0.230:0.378:0.107:0.692:0.376:0.354,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/13 16:15:04,2024/05/13 16:22:00,,0:06:56,48.0,29.96,49.43,2372.674016,30.0,19.43070866,582.110372,0.137,0.23,0.378,0.107,0.692,0.376,0.354,2.274,0.5625324951,"Water Damaged HP White 54"" to 48""",75.46606200116113
Print Canceled,XR-640#2,Backsplash & Mirror_HPW48.eps,6674354.0,760.94,481.54,3M™ IJ180Cv3,1.0,957.97,493.54,0.137:0.230:0.378:0.107:0.692:0.376:0.354,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/13 16:08:00,2024/05/13 16:08:05,2024/05/13 16:08:00,2024/05/13 16:09:05,,0:01:05,48.0,29.96,49.43,2372.674016,30.0,19.43070866,582.110372,0.137,0.23,0.378,0.107,0.692,0.376,0.354,2.274,0.5625324951,"Water Damaged HP White 54"" to 48""",75.46606200116113
Print End,XR-640#2,Backsplash & Mirror_HPW48.eps,6980514.0,1113.01,481.54,3M™ IJ180Cv3,1.0,1134.005,493.54,0.197:0.329:0.546:0.151:0.997:0.541:0.506,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/13 15:54:04,2024/05/13 15:56:00,2024/05/13 15:54:04,2024/05/13 16:02:02,,0:07:58,48.0,43.82,49.43,2372.674016,30.0,19.43070866,851.4398837,0.197,0.329,0.546,0.151,0.997,0.541,0.506,3.267,0.5525322562,"Water Damaged HP White 54"" to 48""",64.11475499970241
Print End,XR-640#2,NortPoint No Semi Trucks 5 7 24_Redo2_RFV30.eps,6063334.0,627.59,779.99,Generic Vinyl II HD,2.0,663.3,1563.98,0.303:1.324:0.944:1.753:1.302:0.679:0.733,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/10 15:06:00,2024/05/10 15:19:00,,0:13:00,38.0,24.71,76.57,2909.812598,15.0,61.57401575,1521.387265,0.303,1.324,0.944,1.753,1.302,0.679,0.733,7.038,0.6661499166,Unknown Material,47.715283587482766
Print End,XR-640#2,codes and standards pullup Need 2  5-10-24_RUB36.eps,6541882.0,800.09,2227.79,Generic Paper,1.0,839.55,2227.79,4.711:3.080:1.546:0.314:1.775:1.326:1.928,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/13 14:06:01,2024/05/13 14:06:05,2024/05/13 14:06:01,2024/05/13 14:23:05,,0:17:04,36.0,31.5,102.71,3697.497638,15.0,87.70826772,2762.775902,4.711,3.08,1.546,0.314,1.775,1.326,1.928,14.68,0.7651434915,"Roll-up Banner 36""",25.279846737254356
Print End,XR-640#2,Banner #2  BD PopUp 60thCheckboxes   5-13-24_RUB36.eps,7156586.0,800.09,2227.79,Generic Paper,1.0,839.55,2227.79,4.344:2.870:1.694:0.255:1.634:1.261:1.740,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/13 13:42:02,2024/05/13 13:43:00,2024/05/13 13:42:02,2024/05/13 13:59:04,,0:17:02,36.0,31.5,102.71,3697.497638,15.0,87.70826772,2762.775902,4.344,2.87,1.694,0.255,1.634,1.261,1.74,13.798,0.7191723362,"Roll-up Banner 36""",25.279846737254356
Print End,XR-640#2,2X - Bommarito white F550 5 13 24_HPW24.eps,6249546.0,499.88,1786.11,3M™ IJ180Cv3,1.0,525.44,1798.11,0.362:0.856:0.707:1.581:0.861:0.523:0.352,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/13 13:07:00,2024/05/13 13:10:02,2024/05/13 13:07:00,2024/05/13 13:22:04,,0:15:04,24.0,19.68,100.79,2419.001575,30.0,70.79173228,1393.203588,0.362,0.856,0.707,1.581,0.861,0.523,0.352,5.242,0.5418073902,"High Performance White 24""",42.405842046630326
Print End,XR-640#2,Door Logo Final with CUT Need 2  5-13-24_HPW24.eps,59833654.0,438.5,792.69,3M™ IJ180Cv3,1.0,495.25,804.69,0.052:0.356:0.416:0.042:0.520:0.213:0.267,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/13 12:53:00,2024/05/13 13:00:02,,0:07:02,24.0,17.26,61.68,1480.337008,30.0,31.68070866,546.9287696,0.052,0.356,0.416,0.042,0.52,0.213,0.267,1.866,0.4912961521,"High Performance White 24""",63.05376636236875
Print End,XR-640#2,Door Logo Final with CUT Need 2  5-13-24_HPW24.eps,59833654.0,438.5,792.69,3M™ IJ180Cv3,1.0,495.25,804.69,0.052:0.356:0.416:0.042:0.520:0.213:0.267,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/13 12:28:04,2024/05/13 12:35:02,,0:06:58,24.0,17.26,61.68,1480.337008,30.0,31.68070866,546.9287696,0.052,0.356,0.416,0.042,0.52,0.213,0.267,1.866,0.4912961521,"High Performance White 24""",63.05376636236875
RIP End,XR-640#2,Door Logo Final with CUT Need 2  5-13-24_HPW24.eps,59833654.0,438.5,792.69,3M™ IJ180Cv3,1.0,495.25,804.69,0.052:0.356:0.416:0.042:0.520:0.213:0.267,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/13 12:18:04,2024/05/13 12:19:04,,,,0:00:00,24.0,17.26,61.68,1480.337008,30.0,31.68070866,546.9287696,0.052,0.356,0.416,0.042,0.52,0.213,0.267,1.866,0.4912961521,"High Performance White 24""",63.05376636236875
