Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft,material,Material Waste Percentage
RIP End,XR-640#2,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,16286610.0,1459.79,1631.59,3M™ IJ180Cv3,1.0,1462.395,1643.59,0.405:2.524:1.511:1.453:2.029:0.950:1.741,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/12 14:51:00,2024/02/12 14:55:04,,,,0:00:00,60.0,57.47,94.71,5682.496063,30.0,64.70826772,3718.916619,0.405,2.524,1.511,1.453,2.029,0.95,1.741,10.613,0.4109454867,"High Performance White 60""",34.5548755728192
Print End,XR-640#2,x4 - Birkel small logo decals 9 12 24.eps_HPW36,644348898.0,703.43,1872.19,3M™ IJ180Cv3,1.0,717.215,1884.19,0.605:1.281:0.540:0.045:1.861:1.165:0.695,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/12/2024,2024/02/12 14:25:00,,0:14:55,36.0,27.69,104.18,3750.505512,30.0,74.18070866,2054.367555,0.605,1.281,0.54,0.045,1.861,1.165,0.695,6.192,0.4340255462,"High Performance White 36""",45.22424914649746
Print End,XR-640#2,x4 - Birkel small logo decals 9 12 24.eps_HPW36,644348898.0,703.43,1872.19,3M™ IJ180Cv3,1.0,717.215,1884.19,0.605:1.281:0.540:0.045:1.861:1.165:0.695,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/12/2024,2024/02/12 14:08:00,,0:14:56,36.0,27.69,104.18,3750.505512,30.0,74.18070866,2054.367555,0.605,1.281,0.54,0.045,1.861,1.165,0.695,6.192,0.4340255462,"High Performance White 36""",45.22424914649746
Print End,XR-640#2,x4 - Birkel small logo decals 9 12 24.eps_HPW36,644348898.0,703.43,1872.19,3M™ IJ180Cv3,1.0,717.215,1884.19,0.605:1.281:0.540:0.045:1.861:1.165:0.695,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/12/2024,2024/02/12 13:50:05,,0:14:02,36.0,27.69,104.18,3750.505512,30.0,74.18070866,2054.367555,0.605,1.281,0.54,0.045,1.861,1.165,0.695,6.192,0.4340255462,"High Performance White 36""",45.22424914649746
Print End,XR-640#2,x4 - Birkel small logo decals 9 12 24.eps_HPW36,644348898.0,703.43,1872.19,3M™ IJ180Cv3,1.0,717.215,1884.19,0.605:1.281:0.540:0.045:1.861:1.165:0.695,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/12 13:14:02,2024/02/12 13:18:02,2/12/2024,2024/02/12 13:34:00,,0:19:58,36.0,27.69,104.18,3750.505512,30.0,74.18070866,2054.367555,0.605,1.281,0.54,0.045,1.861,1.165,0.695,6.192,0.4340255462,"High Performance White 36""",45.22424914649746
Print End,XR-640#2,Sybergs twisted tree Host Seating Sign.eps,243626238.0,1142.29,354.89,3M™ IJ180Cv3,1.0,1224.645,366.89,0.288:0.750:0.842:0.126:1.336:0.751:0.814,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/8/2024,2024/02/08 8:05:02,,0:06:57,54.0,44.97,44.44,2400.002362,30.0,14.44448819,649.5982053,0.288,0.75,0.842,0.126,1.336,0.751,0.814,4.907,1.087761626,Unknown Material,72.93343475051131
Print End,XR-640#2,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6759518.0,1196.97,3687.93,3M™ IJ180Cv3,1.0,1251.985,3699.93,0.000:17.263:8.753:0.001:4.377:0.102:0.627,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 16:14:02,,0:36:58,54.0,47.12,175.67,9485.992913,30.0,145.6665354,6864.506808,0.0,17.263,8.753,0.001,4.377,0.102,0.627,31.123,0.652881864,"High Performance White 54""",27.635336954631352
Print End,XR-640#2,4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6282654.0,1168.39,2210.5,3M™ IJ180Cv3,1.0,1237.7,2222.5,0.000:15.596:7.904:0.003:3.950:0.091:0.564,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 15:34:02,,0:24:57,54.0,46.0,117.5,6345.0,30.0,87.5,4024.965551,0.0,15.596,7.904,0.003,3.95,0.091,0.564,28.108,1.005611588,"High Performance White 54""",36.56476672970844
RIP End,XR-640#2,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6759518.0,1196.97,3687.93,3M™ IJ180Cv3,1.0,1251.985,3699.93,0.000:17.263:8.753:0.001:4.377:0.102:0.627,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 15:04:04,2024/02/07 15:18:02,,,,0:00:00,54.0,47.12,175.67,9485.992913,30.0,145.6665354,6864.506808,0.0,17.263,8.753,0.001,4.377,0.102,0.627,31.123,0.652881864,"High Performance White 54""",27.635336954631352
RIP End,XR-640#2,4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6282654.0,1168.39,2210.5,3M™ IJ180Cv3,1.0,1237.7,2222.5,0.000:15.596:7.904:0.003:3.950:0.091:0.564,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 15:04:02,2024/02/07 15:09:04,,,,0:00:00,54.0,46.0,117.5,6345.0,30.0,87.5,4024.965551,0.0,15.596,7.904,0.003,3.95,0.091,0.564,28.108,1.005611588,"High Performance White 54""",36.56476672970844
Print End,XR-640#2,2) McCarthy Dumpsters x 1 - SIDES  3-2-24_HPW54.eps,6638254.0,1012.47,2210.5,3M™ IJ180Cv3,1.0,1159.735,2222.5,0.000:8.163:4.138:0.003:2.068:0.048:0.286,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 14:59:05,,0:23:04,54.0,39.86,117.5,6345.0,30.0,87.5,3487.839567,0.0,8.163,4.138,0.003,2.068,0.048,0.286,14.706,0.607156367,"High Performance White 54""",45.03010926713948
RIP End,XR-640#2,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6759518.0,1196.97,3687.93,3M™ IJ180Cv3,1.0,1398.485,3699.93,0.000:17.263:8.753:0.001:4.377:0.102:0.627,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 14:35:04,2024/02/07 14:44:05,,,,0:00:00,54.0,47.12,175.67,9485.992913,30.0,145.6665354,6864.506808,0.0,17.263,8.753,0.001,4.377,0.102,0.627,31.123,0.652881864,"High Performance White 54""",27.635336954631352
RIP End,XR-640#2,Sybergs twisted tree Host Seating Sign.eps,243626238.0,1142.29,354.89,3M™ IJ180Cv3,1.0,1224.645,366.89,0.288:0.750:0.842:0.126:1.336:0.751:0.814,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 13:54:01,2024/02/07 13:55:05,,,,0:00:00,54.0,44.97,44.44,2400.002362,30.0,14.44448819,649.5982053,0.288,0.75,0.842,0.126,1.336,0.751,0.814,4.907,1.087761626,Unknown Material,72.93343475051131
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426.0,996.59,3656.18,3M™ IJ180Cv3,1.0,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 13:48:04,,0:38:01,54.0,39.24,174.42,9418.492913,30.0,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579,"High Performance White 54""",39.83854721407699
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426.0,996.59,3656.18,3M™ IJ180Cv3,1.0,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 12:58:01,,0:38:01,54.0,39.24,174.42,9418.492913,30.0,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579,"High Performance White 54""",39.83854721407699
RIP End,XR-640#2,2) McCarthy Dumpsters x 1 - SIDES  3-2-24_HPW54.eps,6638254.0,1012.47,2210.5,3M™ IJ180Cv3,1.0,1159.735,2222.5,0.000:8.163:4.138:0.003:2.068:0.048:0.286,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 11:34:05,2024/02/07 11:53:00,,,,0:00:00,54.0,39.86,117.5,6345.0,30.0,87.5,3487.839567,0.0,8.163,4.138,0.003,2.068,0.048,0.286,14.706,0.607156367,"High Performance White 54""",45.03010926713948
RIP End,XR-640#2,4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6282654.0,1168.39,2210.5,3M™ IJ180Cv3,1.0,1168.39,2222.5,0.000:15.596:7.904:0.003:3.950:0.091:0.564,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 11:34:05,2024/02/07 11:48:04,,,,0:00:00,54.0,46.0,117.5,6345.0,30.0,87.5,4024.965551,0.0,15.596,7.904,0.003,3.95,0.091,0.564,28.108,1.005611588,"High Performance White 54""",36.56476672970844
RIP End,XR-640#2,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6759518.0,1196.97,3687.93,3M™ IJ180Cv3,1.0,1196.97,3699.93,0.000:17.263:8.753:0.001:4.377:0.102:0.627,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 11:34:04,2024/02/07 11:43:01,,,,0:00:00,54.0,47.12,175.67,9485.992913,30.0,145.6665354,6864.506808,0.0,17.263,8.753,0.001,4.377,0.102,0.627,31.123,0.652881864,"High Performance White 54""",27.635336954631352
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426.0,996.59,3656.18,3M™ IJ180Cv3,1.0,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 12:11:03,,0:38:00,54.0,39.24,174.42,9418.492913,30.0,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579,"High Performance White 54""",39.83854721407699
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426.0,996.59,3656.18,3M™ IJ180Cv3,1.0,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 10:54:01,,0:40:59,54.0,39.24,174.42,9418.492913,30.0,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579,"High Performance White 54""",39.83854721407699
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426.0,996.59,3656.18,3M™ IJ180Cv3,1.0,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 9:54:04,,0:38:01,54.0,39.24,174.42,9418.492913,30.0,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579,"High Performance White 54""",39.83854721407699
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426.0,996.59,3656.18,3M™ IJ180Cv3,1.0,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 8:23:03,2024/02/07 8:31:01,2/7/2024,2024/02/07 9:09:03,,0:46:00,54.0,39.24,174.42,9418.492913,30.0,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579,"High Performance White 54""",39.83854721407699
Print End,XR-640#2,Eclipse Logo Final NEED 2  2-6-24.eps,5824702.0,722.48,388.4,3M™ IJ180Cv3,1.0,726.74,400.4,0.051:0.936:0.620:0.001:0.658:0.214:0.113,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/13/2024,2/13/2024 9:13,,0:06:00,60.0,28.44,45.76,2745.826772,30.0,15.76377953,448.3864344,0.051,0.936,0.62,0.001,0.658,0.214,0.113,2.593,0.8327459784,Unknown Material,83.67025775360895
Print End,XR-640#2,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,16286610.0,1459.79,1631.59,3M™ IJ180Cv3,1.0,1462.395,1643.59,0.405:2.524:1.511:1.453:2.029:0.950:1.741,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/13/2024,2/13/2024 8:44,,0:20:00,60.0,57.47,94.71,5682.496063,30.0,64.70826772,3718.916619,0.405,2.524,1.511,1.453,2.029,0.95,1.741,10.613,0.4109454867,"High Performance White 60""",34.5548755728192
Print End,XR-640#2,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,16286610.0,1459.79,1631.59,3M™ IJ180Cv3,1.0,1462.395,1643.59,0.405:2.524:1.511:1.453:2.029:0.950:1.741,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/12/2024,2/12/2024 16:33,,0:21:00,60.0,57.47,94.71,5682.496063,30.0,64.70826772,3718.916619,0.405,2.524,1.511,1.453,2.029,0.95,1.741,10.613,0.4109454867,"High Performance White 60""",34.5548755728192
Print End,XR-640#2,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,16286610.0,1459.79,1631.59,3M™ IJ180Cv3,1.0,1462.395,1643.59,0.405:2.524:1.511:1.453:2.029:0.950:1.741,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/12/2024,2/12/2024 16:00,,0:23:00,60.0,57.47,94.71,5682.496063,30.0,64.70826772,3718.916619,0.405,2.524,1.511,1.453,2.029,0.95,1.741,10.613,0.4109454867,"High Performance White 60""",34.5548755728192
Print End,XR-640#2,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,16286610.0,1459.79,1631.59,3M™ IJ180Cv3,1.0,1462.395,1643.59,0.405:2.524:1.511:1.453:2.029:0.950:1.741,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/12/2024,2/12/2024 15:23,,0:20:00,60.0,57.47,94.71,5682.496063,30.0,64.70826772,3718.916619,0.405,2.524,1.511,1.453,2.029,0.95,1.741,10.613,0.4109454867,"High Performance White 60""",34.5548755728192
RIP End,XR-640#2,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,16286610.0,1459.79,1631.59,3M™ IJ180Cv3,1.0,1462.395,1643.59,0.405:2.524:1.511:1.453:2.029:0.950:1.741,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2/12/2024 14:51,2/12/2024 14:55,,,,0:00:00,60.0,57.47,94.71,5682.496063,30.0,64.70826772,3718.916619,0.405,2.524,1.511,1.453,2.029,0.95,1.741,10.613,0.4109454867,"High Performance White 60""",34.5548755728192
Print End,XR-640#2,Heiland banner.eps_BAN54,6187262.0,914.4,4025.19,Generic Banner II,1.0,926.7,4025.19,3.184:2.781:0.244:0.090:6.540:6.253:2.592,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 15:23:05,,0:28:02,54.0,36.0,173.47,9367.490551,15.0,158.4720472,5704.993701,3.184,2.781,0.244,0.09,6.54,6.253,2.592,21.684,0.5473268094,"Banner 54""",39.09795083389778
RIP End,XR-640#2,Heiland banner.eps_BAN54,6187262.0,914.4,4025.19,Generic Banner II,1.0,926.7,4025.19,3.184:2.781:0.244:0.090:6.540:6.253:2.592,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/26 14:50:00,2024/02/26 14:51:01,,,,0:00:00,54.0,36.0,173.47,9367.490551,15.0,158.4720472,5704.993701,3.184,2.781,0.244,0.09,6.54,6.253,2.592,21.684,0.5473268094,"Banner 54""",39.09795083389778
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 14:05:05,,0:15:05,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 13:26:04,,0:18:00,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 12:49:01,,0:16:00,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 12:19:02,,0:15:58,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 11:57:04,,0:15:03,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 11:36:05,,0:15:05,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 11:13:04,,0:16:01,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 10:31:04,,0:16:01,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 10:02:02,,0:16:01,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 8:56:00,,0:16:00,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 8:33:00,,0:15:59,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
RIP End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674.0,1318.68,1351.13,Generic Vinyl II HD,1.0,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/26 8:13:00,2024/02/26 8:17:00,,,,0:00:00,54.0,51.92,68.67,3707.992913,15.0,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714,"Intermediate White 54""",24.8601425792423
Print End,XR-640#2,777 Craig Building Long Term Psych Mgmt Directory Strips 2-15-24.eps_RUB36,3612038.0,236.71,614.18,3M™ IJ180Cv3,1.0,738.585,236.71,0.017:0.192:0.179:0.068:0.205:0.069:0.101,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 14:18:01,,0:02:00,36.0,9.32,24.32,875.4944882,15.0,9.319291339,86.84919105,0.017,0.192,0.179,0.068,0.205,0.069,0.101,0.831,1.377836668,"Roll-up Banner 36""",90.07998425797514
Print End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062.0,640.99,2369.6,3M™ IJ180Cv3,1.0,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 13:52:04,,0:21:04,36.0,25.24,123.76,4455.496063,30.0,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301,"High Performance White 36""",46.89241187642813
Print End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062.0,640.99,2369.6,3M™ IJ180Cv3,1.0,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 13:07:01,,0:21:58,36.0,25.24,123.76,4455.496063,30.0,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301,"High Performance White 36""",46.89241187642813
Print End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062.0,640.99,2369.6,3M™ IJ180Cv3,1.0,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 12:24:03,,0:23:58,36.0,25.24,123.76,4455.496063,30.0,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301,"High Performance White 36""",46.89241187642813
RIP End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062.0,640.99,2369.6,3M™ IJ180Cv3,1.0,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 11:43:00,2024/02/23 11:47:02,,,,0:00:00,36.0,25.24,123.76,4455.496063,30.0,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301,"High Performance White 36""",46.89241187642813
Print End,XR-640#2,all logos for print and cut NEW 2-22-24.eps_HPW36,6586182.0,813.85,1503.53,3M™ IJ180Cv3,1.0,850.925,1515.53,0.098:5.978:3.631:0.168:2.125:0.282:0.631,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 11:09:00,2024/02/23 11:11:05,2/23/2024,2024/02/23 11:26:05,,0:17:05,36.0,32.04,89.67,3227.995276,30.0,59.66653543,1911.795664,0.098,5.978,3.631,0.168,2.125,0.282,0.631,12.913,0.9726311421,"High Performance White 36""",40.774521009553055
Print End,XR-640#2,Sybergs Emergency Exit decal 2 23 24.eps_HPW24,2410642.0,491.77,146.75,3M™ IJ180Cv3,1.0,530.885,158.75,0.000:0.322:0.190:0.001:0.082:0.002:0.025,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 10:33:02,,0:04:02,24.0,19.36,36.25,870.0,30.0,6.25,121.0063976,0.0,0.322,0.19,0.001,0.082,0.002,0.025,0.622,0.7401922687,"High Performance White 24""",86.09121866666666
