,Unnamed: 0,REF,Review_Date,Cocoa_Percent,Rating,Company Latitude,Company Logitude,Company_Location_Count,Bean Origin Longitude,Bean Origin Latitude,Bean_Origin_Count,clusters,cluster
1331,1331,1081,2013,0.75,4.0,37.09,-95.71,738,-63.5887,-16.2902,1,0,pink
1332,1332,1193,2013,0.75,3.75,37.09,-95.71,738,-77.2975,18.1096,2,0,pink
1333,1333,979,2012,0.75,3.75,37.09,-95.71,738,-78.1834,-1.8312,7,0,pink
1334,1334,793,2011,0.75,3.0,37.09,-95.71,738,-63.5887,-16.2902,1,0,pink
1335,1335,565,2010,0.75,3.75,37.09,-95.71,738,-75.0152,-9.189967,8,1,purple
1336,1336,327,2009,0.7,3.5,37.09,-95.71,738,-66.5897,6.4238,5,1,purple
1337,1337,213,2008,0.7,2.75,37.09,-95.71,738,-70.1627,18.7357,1,1,purple
1338,1338,213,2008,0.7,2.75,37.09,-95.71,738,-77.2975,18.1096,8,1,purple
1339,1339,213,2008,0.7,2.75,37.09,-95.71,738,46.8691,-18.7669,1,1,purple
1340,1340,213,2008,0.7,3.0,37.09,-95.71,738,-61.2225,10.6918,11,1,purple
1341,1341,809,2012,0.84,2.5,47.16,19.5,22,-66.5897,6.4238,6,0,pink
1342,1342,871,2012,0.76,2.25,47.16,19.5,22,-66.5897,6.4238,1,0,pink
1343,1343,871,2012,0.72,2.5,47.16,19.5,22,46.8691,-18.7669,1,0,pink
1344,1344,713,2011,0.73,3.5,47.16,19.5,22,-66.5897,6.4238,10,1,purple
1345,1345,717,2011,0.71,2.5,47.16,19.5,22,-66.5897,6.4238,11,1,purple
1346,1346,717,2011,0.7,3.5,47.16,19.5,22,-66.5897,6.4238,1,1,purple
1347,1347,765,2011,0.77,2.75,47.16,19.5,22,6.6131,0.1864,2,0,pink
1348,1348,607,2010,0.64,3.5,41.87,12.57,54,46.8691,-18.7669,1,1,purple
1349,1349,615,2010,0.7,3.0,41.87,12.57,54,-70.1627,18.7357,1,1,purple
1350,1350,615,2010,0.72,3.5,41.87,12.57,54,-75.0,18.0,1,1,purple
1351,1351,813,2012,0.83,2.75,37.09,-95.71,738,-57.5,-10.0,1,0,pink
1352,1352,813,2012,0.69,3.25,37.09,-95.71,738,-57.5,-10.0,1,0,pink
1353,1353,288,2008,0.7,3.5,-38.42,-63.62,9,-51.9253,-14.235,1,1,purple
1354,1354,288,2008,0.7,3.5,-38.42,-63.62,9,-78.1834,-1.8312,7,1,purple
1355,1355,288,2008,0.7,3.5,-38.42,-63.62,9,-66.5897,6.4238,10,1,purple
1356,1356,292,2008,0.7,3.5,-38.42,-63.62,9,-78.1834,-1.8312,1,1,purple
1357,1357,404,2009,0.75,2.75,4.57,-74.3,23,-74.2973,4.5709,1,1,purple
1358,1358,414,2009,0.7,3.0,4.57,-74.3,23,-74.2973,4.5709,1,1,purple
1359,1359,32,2006,0.53,2.0,4.57,-74.3,23,-74.2973,4.5709,1,1,purple
1360,1360,32,2006,0.65,3.0,4.57,-74.3,23,-74.2973,4.5709,2,1,purple
1361,1361,32,2006,0.7,4.0,4.57,-74.3,23,-74.2973,4.5709,1,1,purple
1362,1362,761,2011,0.7,2.75,46.6,2.21,144,6.6131,0.1864,3,0,pink
1363,1363,959,2012,0.78,4.0,37.09,-95.71,738,-75.0152,-9.189967,1,0,pink
1364,1364,781,2011,0.68,3.75,37.09,-95.71,738,147.3257,-6.314993,2,0,pink
1365,1365,464,2010,0.68,3.5,37.09,-95.71,738,-61.6042,12.1165,1,1,purple
1366,1366,464,2010,0.65,3.75,37.09,-95.71,738,46.8691,-18.7669,1,1,purple
1367,1367,336,2009,0.68,3.75,37.09,-95.71,738,-51.9253,-14.235,1,1,purple
1368,1368,336,2009,0.65,4.0,37.09,-95.71,738,-1.0232,7.9465,1,1,purple
1369,1369,445,2009,0.72,3.75,37.09,-95.71,738,108.2772,14.0583,4,1,purple
1370,1370,227,2008,0.72,3.0,37.09,-95.71,738,-66.5897,6.4238,1,1,purple
1371,1371,117,2007,0.72,3.0,37.09,-95.71,738,-75.0,18.0,1,1,purple
1372,1372,135,2007,0.75,3.75,37.09,-95.71,738,-66.5897,6.4238,6,1,purple
1373,1373,188,2007,0.75,3.0,37.09,-95.71,738,-75.0,18.0,1,1,purple
1374,1374,40,2006,0.68,2.0,37.09,-95.71,738,-1.0232,7.9465,1,1,purple
1375,1375,56,2006,0.7,2.0,37.09,-95.71,738,-77.2975,18.1096,1,1,purple
1376,1376,1658,2015,0.7,2.75,55.37,-1.17,95,-70.1627,18.7357,37,0,pink
1377,1377,1658,2015,0.7,2.75,55.37,-1.17,95,-61.6042,12.1165,11,0,pink
1378,1378,1450,2015,0.72,3.25,37.09,-95.71,738,-77.2975,18.1096,8,0,pink
1379,1379,1450,2015,0.73,3.5,37.09,-95.71,738,147.3257,-6.314993,15,0,pink
1380,1380,1466,2015,0.77,2.75,37.09,-95.71,738,-66.5897,6.4238,6,0,pink
1381,1381,1466,2015,0.74,3.5,37.09,-95.71,738,-70.1627,18.7357,2,0,pink
1382,1382,1335,2014,0.75,3.0,37.09,-95.71,738,-78.1834,-1.8312,41,0,pink
1383,1383,1335,2014,0.72,3.25,37.09,-95.71,738,-88.4977,17.1899,1,0,pink
1384,1384,713,2011,0.73,2.0,37.09,-95.71,738,-155.5828,19.8968,1,0,pink
1385,1385,721,2011,0.73,2.5,37.09,-95.71,738,-155.5828,19.8968,1,0,pink
1386,1386,1884,2016,0.7,3.25,-9.19,-75.02,17,-75.0152,-9.189967,1,0,pink
1387,1387,757,2011,0.75,3.5,-9.19,-75.02,17,-75.0152,-9.189967,11,0,pink
1388,1388,1586,2015,0.82,3.25,9.75,-84.07,9,-84.0739,9.7489,1,0,pink
1389,1389,1586,2015,0.7,3.5,9.75,-84.07,9,-84.0739,9.7489,2,0,pink
1390,1390,911,2012,0.7,2.5,37.09,-95.71,738,-75.0152,-9.189967,45,0,pink
1391,1391,717,2011,0.67,3.0,41.87,12.57,54,-88.4977,17.1899,1,0,pink
1392,1392,725,2011,0.65,3.25,41.87,12.57,54,6.6131,0.1864,1,0,pink
1393,1393,729,2011,0.6,3.25,41.87,12.57,54,-51.9253,-14.235,1,0,pink
1394,1394,741,2011,0.68,3.0,41.87,12.57,54,-74.2973,4.5709,1,0,pink
1395,1395,1788,2016,0.73,3.5,56.13,-106.35,117,-63.5887,-16.2902,1,0,pink
1396,1396,1856,2016,0.73,3.5,56.13,-106.35,117,34.8888,-6.369028,1,0,pink
1397,1397,1860,2016,0.73,3.75,56.13,-106.35,117,-78.1834,-1.8312,1,0,pink
1398,1398,1502,2015,1.0,3.0,56.13,-106.35,117,46.8691,-18.7669,3,0,pink
1399,1399,1506,2015,1.0,3.0,56.13,-106.35,117,-78.1834,-1.8312,1,0,pink
1400,1400,1614,2015,0.73,3.0,56.13,-106.35,117,-90.2308,15.7835,1,0,pink
1401,1401,1614,2015,0.73,3.25,56.13,-106.35,117,-90.2308,15.7835,1,0,pink
1402,1402,1650,2015,0.73,3.25,56.13,-106.35,117,-72.2852,18.9712,2,0,pink
1403,1403,1339,2014,0.67,3.75,56.13,-106.35,117,46.8691,-18.7669,3,0,pink
1404,1404,1339,2014,0.73,3.75,56.13,-106.35,117,46.8691,-18.7669,3,0,pink
1405,1405,1343,2014,0.73,3.75,56.13,-106.35,117,-78.1834,-1.8312,7,0,pink
1406,1406,1454,2015,0.7,2.75,37.09,-95.71,738,-1.0232,7.9465,15,0,pink
1407,1407,1462,2015,0.72,3.0,37.09,-95.71,738,-85.2072,12.8654,9,0,pink
1408,1408,1940,2017,0.7,3.5,-25.27,133.78,46,-70.1627,18.7357,1,0,pink
1409,1409,1740,2016,0.7,3.75,-25.27,133.78,46,-66.5897,6.4238,1,0,pink
1410,1410,1740,2016,0.7,4.0,-25.27,133.78,46,-78.1834,-1.8312,1,0,pink
1411,1411,1756,2016,0.7,3.75,-25.27,133.78,46,-88.4977,17.1899,1,0,pink
1412,1412,1864,2016,0.7,3.0,-25.27,133.78,46,108.2772,14.0583,5,0,pink
1413,1413,1864,2016,0.67,3.75,-25.27,133.78,46,133.7751,-25.2744,1,0,pink
1414,1414,1908,2016,0.7,3.25,-25.27,133.78,46,-90.2308,15.7835,1,0,pink
1415,1415,1618,2015,0.65,3.25,-25.27,133.78,46,46.8691,-18.7669,3,0,pink
1416,1416,1622,2015,0.7,3.5,-25.27,133.78,46,46.8691,-18.7669,3,0,pink
1417,1417,1622,2015,0.67,3.75,-25.27,133.78,46,34.8888,-6.369028,6,0,pink
1418,1418,1622,2015,0.7,3.75,-25.27,133.78,46,-61.2225,10.6918,3,0,pink
1419,1419,1622,2015,0.72,4.0,-25.27,133.78,46,-78.1834,-1.8312,5,0,pink
1420,1420,1626,2015,0.72,2.75,-25.27,133.78,46,-63.5887,-16.2902,12,0,pink
1421,1421,1662,2015,0.65,3.5,-25.27,133.78,46,147.3257,-6.314993,1,0,pink
1422,1422,1666,2015,0.67,3.0,-25.27,133.78,46,-75.0152,-9.189967,1,0,pink
1423,1423,1666,2015,0.7,3.75,-25.27,133.78,46,-66.5897,6.4238,1,0,pink
1424,1424,693,2011,0.67,1.5,37.09,-95.71,738,-1.0232,7.9465,15,0,pink
1425,1425,502,2010,0.68,3.0,37.09,-95.71,738,46.8691,-18.7669,56,1,purple
1426,1426,502,2010,0.68,3.25,37.09,-95.71,738,-78.1834,-1.8312,41,1,purple
1427,1427,1812,2016,0.7,3.5,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1428,1428,1518,2015,0.72,3.0,37.09,-95.71,738,46.8691,-18.7669,56,0,pink
1429,1429,1840,2016,0.68,2.75,55.37,-1.17,95,-75.0152,-9.189967,2,0,pink
1430,1430,1840,2016,0.85,2.75,55.37,-1.17,95,-70.1627,18.7357,1,0,pink
1431,1431,1792,2016,0.7,3.25,-40.9,174.89,17,160.1562,-9.6457,1,0,pink
1432,1432,1796,2016,0.75,3.25,-40.9,174.89,17,160.1562,-9.6457,1,0,pink
1433,1433,1335,2014,0.7,3.0,37.09,-95.71,738,32.2903,1.3733,1,0,pink
1434,1434,1157,2013,0.7,3.0,37.09,-95.71,738,46.8691,-18.7669,19,0,pink
1435,1435,1157,2013,0.7,3.0,37.09,-95.71,738,-66.5897,6.4238,4,0,pink
1436,1436,1161,2013,0.7,3.25,37.09,-95.71,738,-63.5887,-16.2902,12,0,pink
1437,1437,1161,2013,0.7,3.25,37.09,-95.71,738,-75.0152,-9.189967,8,0,pink
1438,1438,1820,2016,0.62,3.5,56.13,-106.35,117,-70.1627,18.7357,1,0,pink
1439,1439,1820,2016,0.7,3.5,56.13,-106.35,117,46.8691,-18.7669,1,0,pink
1440,1440,1828,2016,0.7,3.5,56.13,-106.35,117,-51.9253,-14.235,1,0,pink
1441,1441,1828,2016,0.75,3.75,56.13,-106.35,117,-66.5897,6.4238,1,0,pink
1442,1442,1828,2016,0.7,3.75,56.13,-106.35,117,-85.2072,12.8654,1,0,pink
1443,1443,1828,2016,0.7,4.0,56.13,-106.35,117,108.2772,14.0583,1,0,pink
1444,1444,1832,2016,0.7,3.25,56.13,-106.35,117,-78.1834,-1.8312,1,0,pink
1445,1445,1594,2015,0.7,3.5,56.13,-106.35,117,-66.5897,6.4238,1,0,pink
1446,1446,1594,2015,0.75,4.0,56.13,-106.35,117,-66.5897,6.4238,11,0,pink
1447,1447,1227,2014,0.7,3.5,56.13,-106.35,117,-85.2072,12.8654,3,0,pink
1448,1448,1259,2014,0.7,3.75,56.13,-106.35,117,-75.0152,-9.189967,3,0,pink
1449,1449,1307,2014,0.7,3.25,56.13,-106.35,117,-85.2072,12.8654,4,0,pink
1450,1450,1307,2014,0.8,3.5,56.13,-106.35,117,-78.1834,-1.8312,7,0,pink
1451,1451,1307,2014,0.7,3.75,56.13,-106.35,117,166.9592,-15.3767,1,0,pink
1452,1452,1339,2014,0.7,3.25,56.13,-106.35,117,46.8691,-18.7669,1,0,pink
1453,1453,1019,2013,0.77,3.75,56.13,-106.35,117,-70.1627,18.7357,1,0,pink
1454,1454,1030,2013,0.7,3.25,56.13,-106.35,117,113.9213,-0.7893,3,0,pink
1455,1455,1073,2013,0.7,2.75,56.13,-106.35,117,-75.0152,-9.189967,1,0,pink
1456,1456,1073,2013,0.7,3.75,56.13,-106.35,117,-61.2225,10.6918,1,0,pink
1457,1457,1077,2013,0.7,3.75,56.13,-106.35,117,-66.5897,6.4238,7,0,pink
1458,1458,1077,2013,0.88,4.0,56.13,-106.35,117,-90.2308,15.7835,1,0,pink
1459,1459,1077,2013,0.7,4.0,56.13,-106.35,117,-66.5897,6.4238,1,0,pink
1460,1460,1081,2013,0.67,4.0,56.13,-106.35,117,-75.0152,-9.189967,1,0,pink
1461,1461,1173,2013,0.7,3.25,56.13,-106.35,117,-66.5897,6.4238,1,0,pink
1462,1462,1177,2013,0.7,4.0,56.13,-106.35,117,-77.2975,18.1096,2,0,pink
1463,1463,817,2012,0.7,3.25,56.13,-106.35,117,-72.2852,18.9712,1,0,pink
1464,1464,833,2012,0.7,3.75,56.13,-106.35,117,-155.5828,19.8968,1,0,pink
1465,1465,867,2012,0.7,4.0,56.13,-106.35,117,-70.1627,18.7357,1,0,pink
1466,1466,867,2012,0.7,4.0,56.13,-106.35,117,147.3257,-6.314993,1,0,pink
1467,1467,951,2012,0.7,3.5,56.13,-106.35,117,-90.2308,15.7835,1,0,pink
1468,1468,951,2012,0.7,3.75,56.13,-106.35,117,-66.5897,6.4238,10,0,pink
1469,1469,967,2012,0.7,3.5,56.13,-106.35,117,46.8691,-18.7669,1,0,pink
1470,1470,983,2012,0.85,3.5,56.13,-106.35,117,147.3257,-6.314993,15,0,pink
1471,1471,676,2011,0.7,2.75,56.13,-106.35,117,-61.6042,12.1165,1,0,pink
1472,1472,676,2011,0.7,3.5,56.13,-106.35,117,-63.5887,-16.2902,1,0,pink
1473,1473,676,2011,0.64,4.0,56.13,-106.35,117,-75.0152,-9.189967,1,0,pink
1474,1474,676,2011,0.7,4.0,56.13,-106.35,117,-66.5897,6.4238,1,0,pink
1475,1475,682,2011,0.7,3.75,56.13,-106.35,117,-70.1627,18.7357,1,0,pink
1476,1476,688,2011,0.7,3.5,56.13,-106.35,117,-66.5897,6.4238,19,0,pink
1477,1477,607,2010,0.7,3.75,56.13,-106.35,117,-70.1627,18.7357,1,1,purple
1478,1478,377,2009,0.7,3.0,56.13,-106.35,117,-70.1627,18.7357,7,1,purple
1479,1479,377,2009,0.7,3.5,56.13,-106.35,117,-1.0232,7.9465,3,1,purple
1480,1480,387,2009,0.7,3.0,56.13,-106.35,117,-70.1627,18.7357,10,1,purple
1481,1481,387,2009,0.7,3.5,56.13,-106.35,117,147.3257,-6.314993,15,1,purple
1482,1482,387,2009,0.7,3.75,56.13,-106.35,117,46.8691,-18.7669,56,1,purple
1483,1483,387,2009,0.7,3.75,56.13,-106.35,117,-66.5897,6.4238,17,1,purple
1484,1484,1367,2014,0.7,3.25,37.09,-95.71,738,-85.2072,12.8654,9,0,pink
1485,1485,1395,2014,0.7,3.5,37.09,-95.71,738,-155.5828,19.8968,1,0,pink
1486,1486,1932,2017,0.7,3.25,56.13,-106.35,117,-70.1627,18.7357,37,0,pink
1487,1487,1936,2017,0.7,3.5,56.13,-106.35,117,46.8691,-18.7669,56,0,pink
1488,1488,1936,2017,0.75,3.5,56.13,-106.35,117,-66.5897,6.4238,21,0,pink
1489,1489,1936,2017,0.75,3.25,56.13,-106.35,117,-78.1834,-1.8312,41,0,pink
1490,1490,1936,2017,0.77,3.25,56.13,-106.35,117,147.3257,-6.314993,15,0,pink
1491,1491,1940,2017,0.8,3.5,56.13,-106.35,117,34.8888,-6.369028,11,0,pink
1492,1492,793,2012,0.7,3.0,37.09,-95.71,738,-70.1627,18.7357,3,0,pink
1493,1493,793,2012,0.8,3.0,37.09,-95.71,738,-70.1627,18.7357,3,0,pink
1494,1494,793,2012,0.75,3.25,37.09,-95.71,738,-70.1627,18.7357,3,0,pink
1495,1495,1932,2017,0.7,3.75,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1496,1496,1932,2017,0.7,3.5,37.09,-95.71,738,-78.1834,-1.8312,41,0,pink
1497,1497,1932,2017,0.7,2.75,37.09,-95.71,738,-75.0152,-9.189967,45,0,pink
1498,1498,1792,2016,0.7,3.5,-25.27,133.78,46,-70.1627,18.7357,1,0,pink
1499,1499,1792,2016,0.7,3.75,-25.27,133.78,46,-78.1834,-1.8312,1,0,pink
1500,1500,1792,2016,0.7,3.75,-25.27,133.78,46,46.8691,-18.7669,1,0,pink
1501,1501,1434,2014,0.72,2.75,-25.27,133.78,46,166.9592,-15.3767,1,0,pink
1502,1502,1057,2013,0.7,3.0,46.82,8.23,35,-63.5887,-16.2902,8,0,pink
1503,1503,1113,2013,0.7,3.0,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1504,1504,1121,2013,0.84,2.25,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1505,1505,1634,2015,0.7,3.0,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1506,1506,1692,2015,0.7,3.0,37.09,-95.71,738,-70.1627,18.7357,7,0,pink
1507,1507,1692,2015,0.7,3.0,37.09,-95.71,738,-90.2308,15.7835,1,0,pink
1508,1508,1692,2015,0.7,3.0,37.09,-95.71,738,-85.2072,12.8654,1,0,pink
1509,1509,1696,2015,0.7,3.0,37.09,-95.71,738,46.8691,-18.7669,3,0,pink
1510,1510,859,2012,0.68,2.75,46.82,8.23,35,-51.9253,-14.235,1,0,pink
1511,1511,729,2011,0.72,3.25,46.82,8.23,35,82.5,20.0,1,0,pink
1512,1512,1291,2014,0.84,3.5,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1513,1513,1291,2014,0.7,3.5,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1514,1514,939,2012,0.65,2.5,37.09,-95.71,738,121.774,12.8797,3,0,pink
1515,1515,943,2012,0.7,2.5,37.09,-95.71,738,121.774,12.8797,3,0,pink
1516,1516,943,2012,0.75,2.75,37.09,-95.71,738,121.774,12.8797,3,0,pink
1517,1517,1157,2013,0.67,2.75,37.09,-95.71,738,46.8691,-18.7669,19,0,pink
1518,1518,1157,2013,0.78,3.25,37.09,-95.71,738,-88.4977,17.1899,2,0,pink
1519,1519,1800,2016,0.61,2.5,56.26,9.5,15,-75.0152,-9.189967,45,0,pink
1520,1520,1800,2016,0.71,3.0,56.26,9.5,15,-75.0152,-9.189967,45,0,pink
1521,1521,1796,2016,0.7,2.75,6.42,-66.59,20,-66.5897,6.4238,21,0,pink
1522,1522,1796,2016,0.6,3.0,6.42,-66.59,20,-66.5897,6.4238,21,0,pink
1523,1523,1618,2015,0.7,2.75,60.13,18.64,5,80.7718,7.8731,1,0,pink
1524,1524,1668,2015,0.7,3.25,47.16,19.5,22,-78.1834,-1.8312,2,0,pink
1525,1525,1704,2015,0.88,3.25,47.16,19.5,22,-77.7812,21.5218,3,0,pink
1526,1526,1704,2015,0.7,3.25,47.16,19.5,22,46.8691,-18.7669,1,0,pink
1527,1527,1704,2015,0.7,3.75,47.16,19.5,22,-78.1834,-1.8312,1,0,pink
1528,1528,1708,2015,0.7,3.25,47.16,19.5,22,108.2772,14.0583,1,0,pink
1529,1529,1708,2015,0.7,3.5,47.16,19.5,22,-51.9253,-14.235,1,0,pink
1530,1530,1263,2014,0.7,3.5,47.16,19.5,22,-66.5897,6.4238,11,0,pink
1531,1531,1263,2014,0.7,3.75,47.16,19.5,22,-77.7812,21.5218,3,0,pink
1532,1532,1185,2013,0.7,3.5,47.16,19.5,22,46.8691,-18.7669,1,0,pink
1533,1533,1185,2013,0.7,3.5,47.16,19.5,22,46.8691,-18.7669,1,0,pink
1534,1534,1193,2013,0.7,3.25,47.16,19.5,22,-85.2072,12.8654,1,0,pink
1535,1535,939,2012,0.7,3.25,47.16,19.5,22,-70.1627,18.7357,5,0,pink
1536,1536,939,2012,0.7,3.25,47.16,19.5,22,46.8691,-18.7669,1,0,pink
1537,1537,939,2012,0.7,3.75,47.16,19.5,22,-75.0152,-9.189967,1,0,pink
1538,1538,761,2011,0.7,3.0,47.16,19.5,22,-66.5897,6.4238,1,0,pink
1539,1539,1101,2013,0.7,2.75,37.09,-95.71,738,-84.0739,9.7489,11,0,pink
1540,1540,1101,2013,0.7,2.75,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1541,1541,1105,2013,0.7,2.5,37.09,-95.71,738,-102.5528,23.6345,1,0,pink
1542,1542,1105,2013,0.7,3.0,37.09,-95.71,738,-75.0152,-9.189967,45,0,pink
1543,1543,1450,2015,0.7,3.0,36.2,138.25,17,-74.2973,4.5709,3,0,pink
1544,1544,1450,2015,0.62,3.25,36.2,138.25,17,147.3257,-6.314993,2,0,pink
1545,1545,1450,2015,0.6,3.25,36.2,138.25,17,108.2772,14.0583,5,0,pink
1546,1546,1680,2015,0.77,2.75,36.2,138.25,17,-61.2225,10.6918,11,0,pink
1547,1547,1868,2016,0.7,3.25,3.92,-55.91,1,-55.0,4.0,1,0,pink
1548,1548,1271,2014,0.68,3.0,37.09,-95.71,738,-88.4977,17.1899,13,0,pink
1549,1549,785,2011,0.87,3.25,37.09,-95.71,738,-63.5887,-16.2902,8,0,pink
1550,1550,451,2009,0.75,2.75,37.09,-95.71,738,-102.5528,23.6345,1,1,purple
1551,1551,180,2007,0.7,3.0,37.09,-95.71,738,-70.1627,18.7357,1,1,purple
1552,1552,1716,2016,0.62,2.0,37.09,-95.71,738,-3.5,10.0,3,0,pink
1553,1553,915,2012,0.99,3.25,37.09,-95.71,738,-75.0152,-9.189967,1,0,pink
1554,1554,199,2008,0.7,2.5,37.09,-95.71,738,-1.0232,7.9465,1,1,purple
1555,1555,280,2008,0.7,2.5,37.09,-95.71,738,-75.0152,-9.189967,1,1,purple
1556,1556,280,2008,0.7,2.75,37.09,-95.71,738,46.8691,-18.7669,1,1,purple
1557,1557,284,2008,0.7,2.5,37.09,-95.71,738,-75.0152,-9.189967,1,1,purple
1558,1558,801,2012,0.7,2.75,37.09,-95.71,738,46.8691,-18.7669,1,0,pink
1559,1559,801,2012,0.7,3.0,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1560,1560,805,2012,0.7,3.0,37.09,-95.71,738,147.3257,-6.314993,1,0,pink
1561,1561,805,2012,0.7,3.5,37.09,-95.71,738,-70.1627,18.7357,1,0,pink
1562,1562,817,2012,0.7,3.25,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1563,1563,821,2012,0.7,2.0,37.09,-95.71,738,-75.0152,-9.189967,1,0,pink
1564,1564,825,2012,0.7,3.25,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1565,1565,829,2012,0.7,2.75,37.09,-95.71,738,-63.5887,-16.2902,2,0,pink
1566,1566,829,2012,0.7,3.0,37.09,-95.71,738,46.8691,-18.7669,1,0,pink
1567,1567,833,2012,0.7,3.25,37.09,-95.71,738,-102.5528,23.6345,2,0,pink
1568,1568,967,2012,0.7,2.75,37.09,-95.71,738,-51.9253,-14.235,2,0,pink
1569,1569,971,2012,0.8,3.0,37.09,-95.71,738,-66.5897,6.4238,1,0,pink
1570,1570,971,2012,0.67,3.25,37.09,-95.71,738,-63.5887,-16.2902,2,0,pink
1571,1571,971,2012,0.7,3.5,37.09,-95.71,738,-51.9253,-14.235,1,0,pink
1572,1572,1478,2015,0.7,2.75,37.09,-95.71,738,-75.0152,-9.189967,45,0,pink
1573,1573,1478,2015,0.7,3.75,37.09,-95.71,738,-88.4977,17.1899,13,0,pink
1574,1574,1478,2015,0.7,3.75,37.09,-95.71,738,46.8691,-18.7669,56,0,pink
1575,1575,1482,2015,0.7,3.25,37.09,-95.71,738,-78.1834,-1.8312,41,0,pink
1576,1576,1554,2015,0.7,3.5,37.09,-95.71,738,-70.1627,18.7357,6,0,pink
1577,1577,1558,2015,0.7,3.75,37.09,-95.71,738,-90.2308,15.7835,5,0,pink
1578,1578,1323,2014,0.77,3.25,37.09,-95.71,738,-78.1834,-1.8312,41,0,pink
1579,1579,1323,2014,0.67,3.75,37.09,-95.71,738,46.8691,-18.7669,56,0,pink
1580,1580,1323,2014,0.73,3.75,37.09,-95.71,738,32.2903,1.3733,6,0,pink
1581,1581,1614,2015,0.7,3.0,60.13,18.64,5,-75.0152,-9.189967,45,0,pink
1582,1582,903,2012,0.65,3.25,37.09,-95.71,738,23.656,-4.0383,1,0,pink
1583,1583,162,2007,0.65,3.5,37.09,-95.71,738,46.8691,-18.7669,56,1,purple
1584,1584,184,2007,0.75,2.5,37.09,-95.71,738,-5.5471,7.539989,4,1,purple
1585,1585,184,2007,0.84,3.0,37.09,-95.71,738,-1.0232,7.9465,1,1,purple
1586,1586,188,2007,0.91,2.0,37.09,-95.71,738,-66.5897,6.4238,1,1,purple
1587,1587,188,2007,0.75,3.0,37.09,-95.71,738,-1.0232,7.9465,1,1,purple
1588,1588,1684,2015,0.7,3.25,36.2,138.25,17,-75.0152,-9.189967,1,0,pink
1589,1589,1836,2016,0.72,3.75,51.17,10.45,35,-88.4977,17.1899,1,0,pink
1590,1590,1418,2014,0.81,3.25,-1.83,-78.18,54,-78.1834,-1.8312,10,0,pink
1591,1591,895,2012,0.7,4.0,46.6,2.21,144,-60.6,11.2,1,0,pink
1592,1592,927,2012,0.77,3.0,37.09,-95.71,738,-63.5887,-16.2902,1,0,pink
1593,1593,789,2011,0.72,2.75,37.09,-95.71,738,-66.5897,6.4238,21,0,pink
1594,1594,789,2011,0.74,3.0,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1595,1595,1239,2014,0.72,3.0,37.09,-95.71,738,-70.1627,18.7357,10,0,pink
1596,1596,753,2011,0.72,3.5,-18.77,46.87,17,46.8691,-18.7669,1,0,pink
1597,1597,1700,2015,0.75,2.75,37.09,-95.71,738,-70.1627,18.7357,6,0,pink
1598,1598,1700,2015,0.75,3.5,37.09,-95.71,738,-78.1834,-1.8312,1,0,pink
1599,1599,1235,2014,0.75,3.5,37.09,-95.71,738,46.8691,-18.7669,56,0,pink
1600,1600,1022,2013,0.68,3.25,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1601,1601,1026,2013,0.75,2.5,37.09,-95.71,738,-63.5887,-16.2902,2,0,pink
1602,1602,753,2011,0.73,2.75,37.09,-95.71,738,-70.1627,18.7357,37,0,pink
1603,1603,1740,2016,0.6,3.0,37.09,-95.71,738,-75.0152,-9.189967,45,0,pink
1604,1604,709,2011,0.63,3.75,46.6,2.21,144,-70.1627,18.7357,37,0,pink
1605,1605,1438,2014,0.74,2.75,37.09,-95.71,738,-85.2072,12.8654,3,0,pink
1606,1606,1438,2014,0.7,3.0,37.09,-95.71,738,-70.1627,18.7357,1,0,pink
1607,1607,1752,2016,0.72,3.0,37.09,-95.71,738,46.8691,-18.7669,1,0,pink
1608,1608,1752,2016,0.72,3.25,37.09,-95.71,738,34.8888,-6.369028,1,0,pink
1609,1609,1327,2014,0.65,3.25,41.87,12.57,54,-66.5897,6.4238,1,0,pink
1610,1610,1510,2015,0.63,4.0,46.6,2.21,144,-75.0152,-9.189967,1,0,pink
1611,1611,1153,2013,0.64,3.5,46.6,2.21,144,-70.1627,18.7357,1,0,pink
1612,1612,931,2012,0.69,4.0,46.6,2.21,144,-66.5897,6.4238,1,0,pink
1613,1613,757,2011,0.64,4.0,46.6,2.21,144,-66.5897,6.4238,1,0,pink
1614,1614,327,2009,0.64,3.75,46.6,2.21,144,-70.1627,18.7357,1,1,purple
1615,1615,370,2009,0.66,3.75,46.6,2.21,144,-78.1834,-1.8312,1,1,purple
1616,1616,395,2009,0.68,3.5,46.6,2.21,144,-1.0232,7.9465,1,1,purple
