,Unnamed: 0,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Latitude,Longitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group
453,470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,0.67,Australia,3.25,Fiji,-25.27,133.78,46,rare,Average Amount
454,471,Cravve,Vanuatu,975,2012,0.64,Australia,3.25,Vanuatu,-25.27,133.78,46,rare,Light Amount
455,472,Cravve,Djual Island,975,2012,0.75,Australia,3.5,Papua New Guinea,-25.27,133.78,46,rare,Average Amount
456,473,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,High Amount
457,474,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,U.S.A.,3.75,Ecuador,37.09,-95.71,738,most common,Average Amount
458,475,Daintree,Goodman Estate,1654,2015,0.7,Australia,2.75,Australia,-25.27,133.78,46,rare,Average Amount
459,476,Daintree,"Daintree Estates, N. Queensland",785,2011,0.7,Australia,3.25,Australia,-25.27,133.78,46,rare,Average Amount
460,477,Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
461,478,Damson,Robson Estate,1610,2015,0.7,U.K.,3.0,Trinidad,55.37,-1.17,95,somewhat rare,Average Amount
462,479,Damson,Los Rios,1610,2015,0.7,U.K.,3.5,Ecuador,55.37,-1.17,95,somewhat rare,Average Amount
463,480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,0.7,U.K.,2.25,Grenada,55.37,-1.17,95,somewhat rare,Average Amount
464,481,Damson,O'Payo,1666,2015,0.7,U.K.,2.75,Nicaragua,55.37,-1.17,95,somewhat rare,Average Amount
465,483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.7,U.S.A.,3.0,Belize,37.09,-95.71,738,most common,Average Amount
466,484,Dandelion,Maya Mountain,1219,2014,0.7,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,Average Amount
467,485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount
468,486,Dandelion,Buto,1303,2014,0.7,U.S.A.,2.75,Liberia,37.09,-95.71,738,most common,Average Amount
469,487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
470,488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
471,489,Dandelion,Patanemo,1026,2013,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount
472,490,Dandelion,"Mantuano, 2012",1085,2013,0.7,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount
473,491,Dandelion,Papua New Guinea,1153,2013,0.7,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount
474,492,Dandelion,Upala,805,2012,0.7,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Average Amount
475,493,Dandelion,Colombian,805,2012,0.7,U.S.A.,3.25,Colombia,37.09,-95.71,738,most common,Average Amount
476,494,Dandelion,"Elvesia, 2011",915,2012,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
477,495,Dandelion,Dominican Republic,654,2011,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount
478,496,Dandelion,Madagascar,654,2011,0.7,U.S.A.,3.25,Madagascar,37.09,-95.71,738,most common,Average Amount
479,497,Dandelion,Tanzania,654,2011,0.7,U.S.A.,3.25,Tanzania,37.09,-95.71,738,most common,Average Amount
480,498,Danta,Los Ujuxtes,1223,2014,0.82,Guatemala,3.25,Guatemala,15.78,-90.23,10,extra rare,High Amount
481,499,Danta,Chuao,987,2012,0.75,Guatemala,3.0,Venezuela,15.78,-90.23,10,extra rare,Average Amount
482,500,Danta,Los Ujuxtes,987,2012,0.7,Guatemala,3.75,Guatemala,15.78,-90.23,10,extra rare,Average Amount
483,501,Danta,Sambirano,987,2012,0.7,Guatemala,3.75,Madagascar,15.78,-90.23,10,extra rare,Average Amount
484,502,Danta,Las Acacias E.,987,2012,0.7,Guatemala,4.0,Guatemala,15.78,-90.23,10,extra rare,Average Amount
485,503,Danta,"Oscuro, Finca Chimelb",991,2012,0.7,Guatemala,3.25,Guatemala,15.78,-90.23,10,extra rare,Average Amount
486,504,Danta,Los Ujuxtes,661,2011,0.6,Guatemala,3.5,Guatemala,15.78,-90.23,10,extra rare,Light Amount
487,505,Danta,Las Acacias E.,423,2009,0.75,Guatemala,3.0,Guatemala,15.78,-90.23,10,extra rare,Average Amount
488,506,Danta,Las Acacias E.,423,2009,0.6,Guatemala,3.25,Guatemala,15.78,-90.23,10,extra rare,Light Amount
489,507,DAR,"Venezuela, batch 122",1920,2016,0.72,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
490,508,DAR,Vietnam,1920,2016,0.72,U.S.A.,3.0,Vietnam,37.09,-95.71,738,most common,Average Amount
491,509,DAR,"DUO, batch 002",1920,2016,0.7,U.S.A.,3.25,"Ecuador, Costa Rica",37.09,-95.71,738,most common,Average Amount
492,510,Dark Forest,Bolivia,1708,2016,0.75,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount
493,511,Dark Forest,Madagascar,1550,2015,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount
494,512,Dark Forest,Ocumare,1550,2015,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount
495,513,Dark Forest,Tanzania,1554,2015,0.7,U.S.A.,3.0,Tanzania,37.09,-95.71,738,most common,Average Amount
496,514,Dark Forest,Ecuador,1554,2015,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount
497,515,Davis,Ghana,1093,2013,0.7,U.S.A.,2.5,Ghana,37.09,-95.71,738,most common,Average Amount
498,516,Davis,Rainforest,1093,2013,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
499,517,Davis,Venezuela,1093,2013,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
500,518,Davis,West Africa,907,2012,0.58,U.S.A.,3.25,West Africa,37.09,-95.71,738,most common,Light Amount
501,519,De Mendes,"Nativo, Varzea",1462,2015,0.72,Brazil,3.5,Brazil,-14.24,-51.93,17,extra rare,Average Amount
502,520,De Mendes,"Selvagem, Jari",1462,2015,0.65,Brazil,3.5,Brazil,-14.24,-51.93,17,extra rare,Average Amount
503,521,De Villiers,Bundibugyo District,1832,2016,0.7,South Africa,2.5,Uganda,-30.56,22.94,3,extra rare,Average Amount
504,522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,0.7,South Africa,3.0,Madagascar,-30.56,22.94,3,extra rare,Average Amount
505,523,Dean and Deluca (Belcolade),Madagascar,170,2007,0.66,U.S.A.,2.5,Madagascar,37.09,-95.71,738,most common,Average Amount
506,524,Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Light Amount
507,525,Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount
508,526,Dean and Deluca (Belcolade),Ghana,175,2007,0.6,U.S.A.,3.0,Ghana,37.09,-95.71,738,most common,Light Amount
509,527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,0.64,U.S.A.,3.0,Papua New Guinea,37.09,-95.71,738,most common,Light Amount
510,528,Dean and Deluca (Belcolade),Peru,180,2007,0.64,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Light Amount
511,529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,0.64,France,3.0,Papua New Guinea,46.6,2.21,144,somewhat common,Light Amount
512,530,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,0.66,France,3.75,Venezuela,46.6,2.21,144,somewhat common,Average Amount
513,531,Desbarres,"Kilombero, batch 41",1916,2016,0.72,Canada,2.5,Tanzania,56.13,-106.35,117,somewhat rare,Average Amount
514,532,DeVries,Bolivian,241,2008,0.8,U.S.A.,2.75,Bolivia,37.09,-95.71,738,most common,High Amount
515,533,DeVries,Costa Rica,166,2007,0.77,U.S.A.,3.5,Costa Rica,37.09,-95.71,738,most common,Average Amount
516,534,DeVries,Dominican Republic,166,2007,0.77,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
517,535,Dick Taylor,Lanquin Estate,1952,2017,0.7,U.S.A.,3.75,Guatemala,37.09,-95.71,738,most common,Average Amount
518,536,Dick Taylor,Tien Giang,1864,2016,0.78,U.S.A.,3.5,Vietnam,37.09,-95.71,738,most common,Average Amount
519,537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,0.7,U.S.A.,3.75,Bolivia,37.09,-95.71,738,most common,Average Amount
520,538,Dick Taylor,Elvesia,1235,2014,0.74,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
521,539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount
522,540,Dick Taylor,Camino Verde,1193,2013,0.76,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount
523,541,Dick Taylor,Bolivia,895,2012,0.75,U.S.A.,2.75,Bolivia,37.09,-95.71,738,most common,Average Amount
524,542,Dick Taylor,Belize,955,2012,0.72,U.S.A.,2.75,Belize,37.09,-95.71,738,most common,Average Amount
525,543,Dick Taylor,Sambirano,661,2011,0.8,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,High Amount
526,544,Dick Taylor,Sambirano,661,2011,0.72,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount
527,545,Dick Taylor,Mantuano,682,2011,0.75,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
528,546,Dick Taylor,La Red,769,2011,0.74,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount
529,547,Dick Taylor,Ecuador,769,2011,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount
530,548,Doble & Bignall,Puerto Cabello,1688,2015,0.85,U.K.,3.0,Venezuela,55.37,-1.17,95,somewhat rare,High Amount
531,549,Doble & Bignall,"Panama, Raven",1371,2014,0.72,U.K.,3.25,Panama,55.37,-1.17,95,somewhat rare,Average Amount
532,550,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,0.72,U.K.,3.25,Venezuela,55.37,-1.17,95,somewhat rare,Average Amount
533,551,Doble & Bignall,Johe,1407,2014,0.72,U.K.,3.5,Nicaragua,55.37,-1.17,95,somewhat rare,Average Amount
534,552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.7,U.S.A.,3.75,Hawaii,37.09,-95.71,738,most common,Average Amount
535,553,Dolfin (Belcolade),Africa,304,2008,0.88,Belgium,3.0,West Africa,50.85,4.47,37,rare,High Amount
536,555,Domori,Hacienda Victoria,1672,2015,0.7,Italy,3.75,Ecuador,41.87,12.57,54,rare,Average Amount
537,556,Domori,Ocumare 77,1672,2015,0.7,Italy,3.75,Venezuela,41.87,12.57,54,rare,Average Amount
538,557,Domori,"IL100, H. San Jose",1109,2013,1.0,Italy,3.0,Venezuela,41.87,12.57,54,rare,High Amount
539,558,Domori,Morogoro,863,2012,0.7,Italy,3.5,Tanzania,41.87,12.57,54,rare,Average Amount
540,559,Domori,Guasare,863,2012,0.7,Italy,3.75,Venezuela,41.87,12.57,54,rare,Average Amount
541,560,Domori,"Canoabo, Hacienda San Jose",693,2011,0.7,Italy,3.5,Venezuela,41.87,12.57,54,rare,Average Amount
542,561,Domori,"Chuao, Hacienda San Jose",470,2010,0.7,Italy,3.0,Venezuela,41.87,12.57,54,rare,Average Amount
543,562,Domori,"Carupano, H. San Jose",227,2008,0.7,Italy,3.0,Venezuela,41.87,12.57,54,rare,Average Amount
544,563,Domori,Teyuna,272,2008,0.7,Italy,3.0,Colombia,41.87,12.57,54,rare,Average Amount
545,566,Domori,Porcelana,111,2007,0.7,Italy,4.0,Venezuela,41.87,12.57,54,rare,Average Amount
546,567,Domori,"Ocumare 61, Puertomar",129,2007,0.75,Italy,3.25,Venezuela,41.87,12.57,54,rare,Average Amount
547,568,Domori,Granella,135,2007,0.6,Italy,3.25,Venezuela,41.87,12.57,54,rare,Light Amount
548,569,Domori,Madagascar,135,2007,0.7,Italy,3.5,Madagascar,41.87,12.57,54,rare,Average Amount
549,570,Domori,Madagared,192,2007,0.7,Italy,3.5,Madagascar,41.87,12.57,54,rare,Average Amount
550,571,Domori,"Java, Javablond",192,2007,0.7,Italy,3.75,Indonesia,41.87,12.57,54,rare,Average Amount
551,572,Domori,Ecuador,192,2007,0.7,Italy,4.0,Ecuador,41.87,12.57,54,rare,Average Amount
552,573,Domori,"Ocumare 67, Puertofino",192,2007,0.7,Italy,4.0,Venezuela,41.87,12.57,54,rare,Average Amount
553,574,Domori,Sur del Lago Classificado,87,2006,0.7,Italy,3.0,Venezuela,41.87,12.57,54,rare,Average Amount
554,575,Domori,Apurimac,87,2006,0.7,Italy,3.25,Peru,41.87,12.57,54,rare,Average Amount
555,576,Domori,Carenero Superior,87,2006,0.7,Italy,3.5,Venezuela,41.87,12.57,54,rare,Average Amount
556,577,Dormouse,Non Pariel Estate,1880,2016,0.75,U.K.,2.75,Grenada,55.37,-1.17,95,somewhat rare,Average Amount
557,578,Dormouse,"Rio Caribe, Batch 7",1672,2015,0.7,U.K.,2.5,Venezuela,55.37,-1.17,95,somewhat rare,Average Amount
558,579,Dormouse,"Colombia, Batch 9",1676,2015,0.8,U.K.,2.75,Colombia,55.37,-1.17,95,somewhat rare,High Amount
559,580,Dormouse,"Madagascar, Batch 8",1676,2015,0.77,U.K.,2.75,Madagascar,55.37,-1.17,95,somewhat rare,Average Amount
560,581,Duffy's,"Rio Dulce, Xoco",1662,2015,0.7,U.K.,4.0,Guatemala,55.37,-1.17,95,somewhat rare,Average Amount
561,582,Duffy's,"Chuno, Xoco",1331,2014,0.7,U.K.,3.5,Nicaragua,55.37,-1.17,95,somewhat rare,Average Amount
562,583,Duffy's,"Rico Rugoso, Xoco",1331,2014,0.76,U.K.,3.75,Nicaragua,55.37,-1.17,95,somewhat rare,Average Amount
563,584,Duffy's,Ocumare,923,2012,0.72,U.K.,3.75,Venezuela,55.37,-1.17,95,somewhat rare,Average Amount
564,585,Duffy's,"Indio Rojo, Xoco",623,2011,0.72,U.K.,3.75,Honduras,55.37,-1.17,95,somewhat rare,Average Amount
565,586,Duffy's,Dominican Republic,661,2011,0.65,U.K.,3.5,Dominican Republic,55.37,-1.17,95,somewhat rare,Average Amount
566,587,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,0.72,U.K.,3.0,Panama,55.37,-1.17,95,somewhat rare,Average Amount
567,588,Duffy's,"Nicaliso, Xoco",697,2011,0.71,U.K.,3.25,Nicaragua,55.37,-1.17,95,somewhat rare,Average Amount
568,589,Duffy's,Ocumare,765,2011,0.71,U.K.,3.5,Venezuela,55.37,-1.17,95,somewhat rare,Average Amount
569,590,Duffy's,Panama,516,2010,0.7,U.K.,3.5,Panama,55.37,-1.17,95,somewhat rare,Average Amount
570,591,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,0.72,U.K.,3.75,Ecuador,55.37,-1.17,95,somewhat rare,Average Amount
571,592,Duffy's,Star of Ecuador,523,2010,0.7,U.K.,2.5,Ecuador,55.37,-1.17,95,somewhat rare,Average Amount
572,593,Duffy's,Star of Peru,523,2010,0.7,U.K.,3.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount
573,594,Dulcinea,Dominican Republic,1506,2015,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount
574,595,Durand,Madagascar,841,2012,0.82,France,2.75,Madagascar,46.6,2.21,144,somewhat common,High Amount
575,596,Durci,"Maranon, Joya Rara",1626,2015,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
576,597,Durci,"Rio Caribe, Tepui Treasure",1626,2015,0.7,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount
577,598,Durci,Taino Secret,1630,2015,0.7,U.S.A.,3.25,Domincan Republic,37.09,-95.71,738,most common,Average Amount
578,599,Durci,"Carenero, Empyrean Sabor",1630,2015,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount
579,600,Durci,Corona Arriba,1630,2015,0.7,U.S.A.,4.0,Ecuador,37.09,-95.71,738,most common,Average Amount
580,601,East Van Roasters,Peru,1343,2014,0.7,Canada,3.25,Peru,56.13,-106.35,117,somewhat rare,Average Amount
581,602,East Van Roasters,Madagascar,1343,2014,0.7,Canada,3.5,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount
582,603,East Van Roasters,Dominican Republic,1343,2014,0.7,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount
583,604,Eau de Rose,Tumaco,1812,2016,0.7,Canada,3.25,Colombia,56.13,-106.35,117,somewhat rare,Average Amount
584,605,Eau de Rose,Arauca,1812,2016,0.7,Canada,3.25,Colombia,56.13,-106.35,117,somewhat rare,Average Amount
585,606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,0.72,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount
586,607,Edelmond,Porcelana,1876,2016,0.68,Germany,3.0,Venezuela,51.17,10.45,35,rare,Average Amount
587,608,El Ceibo,"Alto Beni, Covendo Region",709,2011,0.75,Bolivia,3.75,Bolivia,-16.29,-63.59,2,extra rare,Average Amount
588,609,El Ceibo,Alto Beni,252,2008,0.71,Bolivia,2.75,Bolivia,-16.29,-63.59,2,extra rare,Average Amount
589,610,El Rey,San Joaquin,1662,2015,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount
590,611,El Rey,"Rio Caribe, Cariaco",439,2009,0.605,Venezuela,2.75,Venezuela,6.42,-66.59,20,extra rare,Light Amount
591,612,El Rey,"Rio Caribe, Macuro",439,2009,0.7,Venezuela,3.0,Venezuela,6.42,-66.59,20,extra rare,Average Amount
592,613,El Rey,"Carenero Superior, Apamate",206,2008,0.74,Venezuela,2.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount
593,614,El Rey,"Carenero Superior, Bucare",206,2008,0.58,Venezuela,2.5,Venezuela,6.42,-66.59,20,extra rare,Light Amount
594,615,El Rey,"Carenero Superior, Mijao",206,2008,0.61,Venezuela,3.0,Venezuela,6.42,-66.59,20,extra rare,Light Amount
595,616,El Rey,"Carenero Superior, Gran Saman",32,2006,0.7,Venezuela,2.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount
596,617,Emerald Estate,Emerald Estate,1137,2013,0.6,St. Lucia,2.75,St. Lucia,13.91,-60.98,2,extra rare,Light Amount
597,618,Emerald Estate,Emerald Estate,1137,2013,0.7,St. Lucia,3.25,St. Lucia,13.91,-60.98,2,extra rare,Average Amount
598,619,Emily's,Patanemo,1450,2015,0.79,Japan,3.0,Venezuela,36.2,138.25,17,extra rare,Average Amount
599,620,Emily's,Peru,1454,2015,0.78,Japan,3.5,Peru,36.2,138.25,17,extra rare,Average Amount
600,621,ENNA,"Wampusirpi, batch 007",1916,2016,0.75,U.S.A.,3.25,Honduras,37.09,-95.71,738,most common,Average Amount
601,622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,0.8,Spain,3.25,Sao Tome & Principe,40.46,-3.7,21,extra rare,High Amount
602,623,Erithaj (A. Morin),Ben Tre,1205,2014,0.7,France,3.25,Vietnam,46.6,2.21,144,somewhat common,Average Amount
603,624,Erithaj (A. Morin),Ham Luong,1209,2014,0.8,France,3.0,Vietnam,46.6,2.21,144,somewhat common,High Amount
604,625,Erithaj (A. Morin),Ba Lai,1209,2014,0.74,France,3.25,Vietnam,46.6,2.21,144,somewhat common,Average Amount
605,626,Escazu,Rio Caribe,903,2012,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
606,627,Escazu,Guapiles,414,2009,0.65,U.S.A.,2.0,Costa Rica,37.09,-95.71,738,most common,Average Amount
607,628,Escazu,Carenero Superior,423,2009,0.81,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,High Amount
608,629,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,0.74,U.S.A.,2.75,"Cost Rica, Ven",37.09,-95.71,738,most common,Average Amount
609,630,Escazu,Ocumare,252,2008,0.72,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount
610,631,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,0.55,U.S.A.,2.5,"Peru, Madagascar",37.09,-95.71,738,most common,Light Amount
611,632,Ethel's Artisan (Mars),Trinidad,666,2011,0.55,U.S.A.,2.5,Trinidad,37.09,-95.71,738,most common,Light Amount
612,633,Ethel's Artisan (Mars),Porcelana,666,2011,0.7,U.S.A.,2.5,Venezuela,37.09,-95.71,738,most common,Average Amount
613,635,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,0.62,U.S.A.,2.5,"Venezuela, Trinidad",37.09,-95.71,738,most common,Light Amount
614,636,Ethereal,Belize,1275,2014,0.8,U.S.A.,3.0,Belize,37.09,-95.71,738,most common,High Amount
615,637,Ethereal,Ecuador,1275,2014,0.8,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,High Amount
616,638,Ethereal,Dominican Republic,1275,2014,0.8,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,High Amount
617,639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,U.S.A.,2.75,Brazil,37.09,-95.71,738,most common,Average Amount
618,640,Feitoria Cacao,Blue Mountain,1732,2016,0.76,Portugal,3.0,Jamaica,39.39,-8.22,3,extra rare,Average Amount
619,641,Feitoria Cacao,Cuyagua,1736,2016,0.76,Portugal,2.5,Venezuela,39.39,-8.22,3,extra rare,Average Amount
620,642,Feitoria Cacao,Maya Mountain,1736,2016,0.76,Portugal,2.75,Belize,39.39,-8.22,3,extra rare,Average Amount
621,643,Felchlin,Grenada,494,2010,0.58,Switzerland,3.5,Grenada,46.82,8.23,35,rare,Light Amount
622,645,Felchlin,Elvesia P.,105,2006,0.74,Switzerland,3.0,Dominican Republic,46.82,8.23,35,rare,Average Amount
623,646,Felchlin,"Madagascar, Grand Cru",48,2006,0.64,Switzerland,3.0,Madagascar,46.82,8.23,35,rare,Light Amount
624,647,Felchlin,Maracaibo Clasificado,48,2006,0.65,Switzerland,3.0,Venezuela,46.82,8.23,35,rare,Average Amount
625,648,Felchlin,Arriba,48,2006,0.72,Switzerland,3.5,Ecuador,46.82,8.23,35,rare,Average Amount
626,649,Felchlin,"Alto Beni, Cru Savage",56,2006,0.68,Switzerland,4.0,Bolivia,46.82,8.23,35,rare,Average Amount
627,650,Finca,Puerto Rico,1283,2014,0.65,U.S.A.,2.25,Puerto Rico,37.09,-95.71,738,most common,Average Amount
628,651,Finca,Dominican Republic,1283,2014,0.8,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,High Amount
629,652,Finca,Dominican Republic,1283,2014,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount
630,653,Finca,Dominican Republic,1287,2014,0.85,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,High Amount
631,654,Forever Cacao,Rio Eni,1267,2014,0.72,U.K.,2.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount
632,655,Forteza (Cortes),Dominican Republic,1776,2016,0.7,Puerto Rico,2.75,Domincan Republic,18.22,-66.59,4,extra rare,Average Amount
633,656,Forteza (Cortes),Puerto Rico,1776,2016,0.8,Puerto Rico,2.75,Domincan Republic,18.22,-66.59,4,extra rare,High Amount
634,657,Fossa,"Akesson's E., Sambirano V.",1772,2016,0.7,Singapore,2.75,Madagascar,1.35,103.82,3,extra rare,Average Amount
635,658,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,0.75,Singapore,3.5,Ecuador,1.35,103.82,3,extra rare,Average Amount
636,659,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,0.67,Singapore,3.75,Tanzania,1.35,103.82,3,extra rare,Average Amount
637,660,Franceschi,Choroni,1355,2014,0.7,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount
638,661,Franceschi,Ocumare,1355,2014,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount
639,662,Franceschi,Canoabo,911,2012,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount
640,663,Franceschi,Sur del Lago,915,2012,0.6,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Light Amount
641,664,Frederic Blondeel,Costa Rica,1538,2015,0.7,Belgium,3.5,Costa Rica,50.85,4.47,37,rare,Average Amount
642,665,Frederic Blondeel,Peru Brutus,1538,2015,0.75,Belgium,3.5,Peru,50.85,4.47,37,rare,Average Amount
643,666,Frederic Blondeel,Vietnam,1542,2015,0.8,Belgium,3.0,Vietnam,50.85,4.47,37,rare,High Amount
644,667,Frederic Blondeel,Ghana,1351,2014,0.6,Belgium,3.5,Ghana,50.85,4.47,37,rare,Light Amount
645,668,Frederic Blondeel,Madagascar,1351,2014,0.65,Belgium,3.5,Madagascar,50.85,4.47,37,rare,Average Amount
646,669,French Broad,"Norandino, batch 161208",1940,2017,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
647,670,French Broad,Guatemala,1634,2015,0.73,U.S.A.,3.5,Guatemala,37.09,-95.71,738,most common,Average Amount
648,671,French Broad,San Andres,1209,2014,0.8,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,High Amount
649,672,French Broad,Matagalpa,1295,2014,0.68,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount
650,673,French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
651,674,French Broad,Tumbes Coop,883,2012,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount
652,675,French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Light Amount
653,676,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,U.S.A.,2.0,Peru,37.09,-95.71,738,most common,High Amount
654,677,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
655,678,French Broad,La Red,785,2011,0.65,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
656,679,Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount
657,680,Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
658,681,Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
659,682,Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount
660,683,Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount
